1.25073e-316        6.95314e-310                   0                -nan                -nan                   0
1.25073e-316        6.95314e-310                   0                -nan                -nan                   0
1.25073e-316        6.95314e-310                   0                -nan                -nan                   0
1.25073e-316        6.95314e-310                   0                -nan                -nan                   0
1.25073e-316        6.95314e-310                   0                -nan                -nan                   0
1.25073e-316        6.95314e-310                   0                -nan                -nan                   0
1.25073e-316        6.95314e-310                   0                -nan                -nan                   0
1.25073e-316        6.95314e-310                   0                -nan                -nan                   0
1.25073e-316        6.95314e-310                   0                -nan                -nan                   0
1.25073e-316        6.95314e-310                   0                -nan                -nan                   0
1.25073e-316        6.95314e-310                   0                -nan                -nan                   0
1.25073e-316        6.95314e-310                   0                -nan                -nan                   0
1.25073e-316        6.95314e-310                   0                -nan                -nan                   0
1.25073e-316        6.95314e-310                   0                -nan                -nan                   0
1.25073e-316        6.95314e-310                   0                -nan                -nan                   0
1.25073e-316        6.95314e-310                   0                -nan                -nan                   0
1.25073e-316        6.95314e-310                   0                -nan                -nan                   0
1.25073e-316        6.95314e-310                   0                -nan                -nan                   0
1.25073e-316        6.95314e-310                   0                -nan                -nan                   0
1.25073e-316        6.95314e-310                   0                -nan                -nan                   0
1.25073e-316        6.95314e-310                   0                -nan                -nan                   0
1.25073e-316        6.95314e-310                   0                -nan                -nan                   0
1.25073e-316        6.95314e-310                   0                -nan                -nan                   0
1.25073e-316        6.95314e-310                   0                -nan                -nan                   0
1.25073e-316        6.95314e-310                   0                -nan                -nan                   0
1.25073e-316        6.95314e-310                   0                -nan                -nan                   0
1.25073e-316        6.95314e-310                   0                -nan                -nan                   0
1.25073e-316        6.95314e-310                   0                -nan                -nan                   0
1.25073e-316        6.95314e-310                   0                -nan                -nan                   0
1.25073e-316        6.95314e-310                   0                -nan                -nan                   0
1.25073e-316        6.95314e-310                   0                -nan                -nan                   0
1.25073e-316        6.95314e-310                   0                -nan                -nan                   0
1.25073e-316        6.95314e-310                   0                -nan                -nan                   0
1.25073e-316        6.95314e-310                   0                -nan                -nan                   0
1.25073e-316        6.95314e-310                   0                -nan                -nan                   0
1.25073e-316        6.95314e-310                   0                -nan                -nan                   0
1.25073e-316        6.95314e-310                   0                -nan                -nan                   0
1.25073e-316        6.95314e-310                   0                -nan                -nan                   0
1.25073e-316        6.95314e-310                   0                -nan                -nan                   0
1.25073e-316        6.95314e-310                   0                -nan                -nan                   0
1.25073e-316        6.95314e-310                   0                -nan                -nan                   0
1.25073e-316        6.95314e-310                   0                -nan                -nan                   0
1.25073e-316        6.95314e-310                   0                -nan                -nan                   0
